sample_index,true_label,hard_case_prediction,general_prediction,attack_recall_prediction,normal_behavior_prediction,which_agents_correct,number_of_correct_non_hardcase_agents,hard_case_confidence,hard_case_margin,general_confidence,general_margin,attack_recall_confidence,attack_recall_margin,normal_behavior_confidence,normal_behavior_margin,selector_prediction,selector_overrode_hard_case,selector_correct_after_override
367,0,1,0,1,0,"general_prediction,normal_behavior_prediction",2,0.8102327890206744,0.6204655780413488,0.3392593820783367,0.32148123584332655,0.5846950277120642,0.16939005542412833,0.6694905491283154,0.3389810982566308,0,True,True
384,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.6742674816157241,0.3485349632314483,0.24660409398461017,0.5067918120307797,0.544607623946172,0.08921524789234403,0.6586379059982156,0.3172758119964312,0,True,True
477,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3402249856983915,0.319550028603217,0.0508963047337133,0.8982073905325734,0.49088178502984053,0.018236429940318932,0.3866324924517434,0.22673501509651317,1,False,False
568,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.7098137678702859,0.4196275357405719,0.2455402482262021,0.5089195035475957,0.5440838508039437,0.08816770160788745,0.6585727366405982,0.31714547328119647,1,False,False
579,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.40077683543272563,0.19844632913454874,0.002829450852972871,0.9943410982940543,0.5468998649572762,0.09379972991455232,0.051656084990417024,0.896687830019166,0,True,True
590,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3058699007145775,0.38826019857084504,0.21299080784809213,0.5740183843038158,0.5469242247527242,0.09384844950544835,0.6975192986966924,0.39503859739338476,0,True,True
593,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.4077864157057949,0.18442716858841024,0.0028246153817070812,0.9943507692365858,0.5484333955368565,0.0968667910737131,0.05728726399933449,0.885425472001331,0,True,True
692,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3058699007145775,0.38826019857084504,0.00022723217559477725,0.9995455356488104,0.5468042708182724,0.09360854163654486,0.011878024668194903,0.9762439506636102,0,True,True
727,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3063951617823007,0.3872096764353986,0.26038177487058206,0.4792364502588359,0.5435929450566637,0.08718589011332734,0.7141715143116059,0.4283430286232117,0,True,True
787,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3058699007145775,0.38826019857084504,0.002441274230056719,0.9951174515398865,0.5483381804060962,0.09667636081219233,0.06318033204588376,0.8736393359082325,0,True,True
819,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.6830466256986126,0.36609325139722526,0.2469440642167146,0.5061118715665708,0.5447467057650359,0.08949341153007184,0.6588676628740117,0.3177353257480233,0,True,True
856,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.30746365131681425,0.3850726973663715,0.0022368075378627786,0.9955263849242745,0.5462724976685189,0.09254499533703786,0.06019795454439581,0.8796040909112084,0,True,True
881,0,1,0,0,1,"general_prediction,attack_recall_prediction",2,0.7087701817873345,0.41754036357466906,0.28650375378126924,0.4269924924374615,0.5440570544935547,0.08811410898710936,0.7869482906199056,0.5738965812398111,1,False,False
948,0,1,0,0,1,"general_prediction,attack_recall_prediction",2,0.7227421697861435,0.44548433957228695,0.2861734091982727,0.42765318160345456,0.5439944784524922,0.08798895690498432,0.7876627805637259,0.5753255611274517,1,False,False
1024,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.6830466256986126,0.36609325139722526,0.2469127931674423,0.5061744136651154,0.5447696606481244,0.08953932129624875,0.6585793003837035,0.317158600767407,0,True,True
1062,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.7098137678702859,0.4196275357405719,0.24555516900101088,0.5088896619979782,0.5441287108900535,0.08825742178010709,0.6582932463864594,0.3165864927729187,0,True,True
1079,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.39181542584001866,0.21636914831996268,2.4280071531769607e-05,0.9999514398569365,0.5454669298307714,0.09093385966154277,0.0015596498690442252,0.9968807002619116,0,True,True
1085,0,1,1,1,0,normal_behavior_prediction,1,0.8139658708933597,0.6279317417867194,0.5570375005304212,0.11407500106084245,0.6638381109567335,0.327676221913467,0.6724638941226417,0.3449277882452835,0,True,True
1090,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3749925844037157,0.2500148311925686,0.24460519246663334,0.5107896150667333,0.5436139932506537,0.08722798650130748,0.6585647345238574,0.3171294690477149,0,True,True
1104,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.6830466256986126,0.36609325139722526,0.24672314338643528,0.5065537132271294,0.5446439065287824,0.08928781305756472,0.6588113662803591,0.31762273256071816,0,True,True
1163,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.6742674816157241,0.3485349632314483,0.24615953586109024,0.5076809282778195,0.5443705438769757,0.0887410877539514,0.6587483488521753,0.3174966977043505,0,True,True
1190,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.7087701817873345,0.41754036357466906,0.24538944281415978,0.5092211143716805,0.5440455977103007,0.0880911954206014,0.6582933011987441,0.31658660239748815,0,True,True
1301,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.31394743982850365,0.3721051203429927,0.0022349743708503537,0.9955300512582993,0.546194022773037,0.09238804554607394,0.06018094193345423,0.8796381161330915,0,True,True
1338,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3058699007145775,0.38826019857084504,0.002435429767046532,0.995129140465907,0.5484671338048177,0.09693426760963542,0.06294610527375151,0.874107789452497,0,True,True
1402,0,1,0,1,0,"general_prediction,normal_behavior_prediction",2,0.8102327890206744,0.6204655780413488,0.33671203396844396,0.3265759320631121,0.5846950277120642,0.16939005542412833,0.6616661097034973,0.3233322194069945,0,True,True
1433,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.6569588743218477,0.3139177486436955,0.17229117347524622,0.6554176530495075,0.5093123650263535,0.018624730052706928,0.46263480924057665,0.0747303815188467,1,False,False
1435,0,1,0,0,1,"general_prediction,attack_recall_prediction",2,0.3019420583450165,0.39611588330996705,0.14516615455495854,0.709667690890083,0.4581069226070611,0.08378615478587781,0.7419280356343556,0.4838560712687112,0,True,True
1472,0,1,0,1,0,"general_prediction,normal_behavior_prediction",2,0.8102327890206744,0.6204655780413488,0.3358044485630874,0.3283911028738252,0.5846950277141032,0.1693900554282064,0.6588494968269347,0.31769899365386944,0,True,True
1536,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.6815402984371842,0.36308059687436844,0.24782459548531713,0.5043508090293658,0.5448992426993183,0.08979848539863666,0.6610063768446774,0.3220127536893549,0,True,True
1558,0,1,1,1,0,normal_behavior_prediction,1,0.8139658708933597,0.6279317417867194,0.5521321018849412,0.10426420376988244,0.6638381109567335,0.327676221913467,0.6588179595225256,0.3176359190450513,0,True,True
1704,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.4340550654697634,0.13188986906047317,0.19383668893780984,0.6123266221243804,0.4776731613230198,0.04465367735396042,0.6418180821005258,0.28363616420105164,1,False,False
1707,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.39442717561465307,0.21114564877069386,2.4468275378380703e-05,0.9999510634492432,0.5462700056471145,0.09254001129422895,0.0015596306354025483,0.9968807387291949,0,True,True
1734,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.690141580718838,0.38028316143767604,0.24946637612041542,0.5010672477591691,0.5460975832680846,0.0921951665361691,0.6581487177534575,0.316297435506915,0,True,True
1772,0,1,0,1,0,"general_prediction,normal_behavior_prediction",2,0.30491844342457997,0.39016311315084007,0.06877016572329533,0.8624596685534094,0.7980631982807515,0.5961263965615029,0.18780630006567436,0.6243873998686513,1,False,False
1808,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3058699007145775,0.38826019857084504,0.0024669820001308775,0.9950660359997382,0.5494154474336324,0.09883089486726471,0.06328126490564007,0.8734374701887199,0,True,True
1827,0,1,0,1,0,"general_prediction,normal_behavior_prediction",2,0.4288645922989198,0.14227081540216036,0.35969685760826864,0.2806062847834627,0.5846950277120642,0.16939005542412833,0.7278073087121436,0.4556146174242872,0,True,True
1838,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.6389170397867248,0.2778340795734495,0.17241114751335992,0.6551777049732801,0.5093138444755279,0.01862768895105571,0.46333882479769295,0.0733223504046141,1,False,False
1882,0,1,1,1,0,normal_behavior_prediction,1,0.8139658708933597,0.6279317417867194,0.5525694364791979,0.10513887295839575,0.6638381109567335,0.327676221913467,0.6600445099309534,0.32008901986190685,0,True,True
1900,0,1,0,1,0,"general_prediction,normal_behavior_prediction",2,0.8102327890206744,0.6204655780413488,0.3399734152312967,0.3200531695374066,0.5846950277141032,0.1693900554282064,0.6716621787060559,0.34332435741211187,0,True,True
1943,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.32555212368342984,0.3488957526331403,0.0019357404862439833,0.996128519027512,0.42469307581106597,0.15061384837786806,0.034123876050657594,0.9317522478986848,0,True,True
1952,0,1,0,0,1,"general_prediction,attack_recall_prediction",2,0.421861404276193,0.15627719144761398,0.22354473069788486,0.5529105386042303,0.44036601788737534,0.11926796422524932,0.767365008668694,0.5347300173373879,1,False,False
1976,0,1,0,0,1,"general_prediction,attack_recall_prediction",2,0.5135386017137062,0.02707720342741249,0.21080034191695457,0.5783993161660909,0.4482743226054262,0.10345135478914758,0.771404099377083,0.542808198754166,0,True,True
1991,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.37621399180405923,0.24757201639188153,0.002748972630965278,0.9945020547380694,0.5438819425245383,0.0877638850490765,0.05166455231197579,0.8966708953760484,0,True,True
1999,0,1,0,1,0,"general_prediction,normal_behavior_prediction",2,0.8102327890206744,0.6204655780413488,0.3385649749985373,0.32287005000292535,0.5846950277141032,0.1693900554282064,0.6673695117317783,0.33473902346355655,0,True,True
2041,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.6905101051222243,0.38102021024444865,0.2453066480176749,0.5093867039646502,0.543766596730368,0.08753319346073596,0.6600656289368695,0.320131257873739,0,True,True
2074,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.7060598546712569,0.41211970934251374,0.25176779435961166,0.4964644112807767,0.5473636844291699,0.09472736885833988,0.6588172004842852,0.3176344009685703,0,True,True
2083,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3058699007145775,0.38826019857084504,0.002434060815687146,0.9951318783686257,0.5478837431504939,0.09576748630098786,0.06340548881381723,0.8731890223723655,0,True,True
2117,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.690141580718838,0.38028316143767604,0.2496584398545803,0.5006831202908394,0.5460975832680846,0.0921951665361691,0.6588608250784056,0.3177216501568112,0,True,True
2224,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.6768938046434498,0.3537876092868997,0.24528221617066148,0.509435567658677,0.5439073547542919,0.08781470950858372,0.6589243397734924,0.3178486795469848,0,True,True
2271,0,1,1,1,0,normal_behavior_prediction,1,0.8139658708933597,0.6279317417867194,0.5521304968384024,0.10426099367680486,0.6638381109567335,0.327676221913467,0.6588134544904005,0.31762690898080104,1,False,False
2289,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.40077683543272563,0.19844632913454874,0.002831020036802289,0.9943379599263954,0.5469461747872617,0.09389234957452341,0.05167277549044979,0.8966544490191004,0,True,True
2333,0,1,0,0,1,"general_prediction,attack_recall_prediction",2,0.39430433466731957,0.21139133066536087,0.29144392129316954,0.4171121574136609,0.5461503442974169,0.09230068859483387,0.787721590845576,0.575443181691152,1,False,False
2335,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.39457257690030173,0.21085484619939654,0.24885336494903273,0.5022932701019345,0.5457045863106059,0.09140917262121184,0.6588135366485317,0.3176270732970634,0,True,True
2338,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.40077683543272563,0.19844632913454874,0.002842211161228349,0.9943155776775433,0.5473687304682175,0.09473746093643509,0.05165605795372754,0.896687884092545,0,True,True
2366,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.6721616530055043,0.3443233060110087,0.24372662450100877,0.5125467509979824,0.5435869538498216,0.08717390769964317,0.6585949656441096,0.31718993128821915,0,True,True
2375,0,1,0,1,0,"general_prediction,normal_behavior_prediction",2,0.8102327890206744,0.6204655780413488,0.3154024979251229,0.36919500414975415,0.5744731983978681,0.1489463967957363,0.6715627236929328,0.3431254473858656,0,True,True
2422,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.39967117529574686,0.20065764940850628,0.24144353250105122,0.5171129349978976,0.547093155085588,0.09418631017117596,0.649957140718974,0.29991428143794807,0,True,True
2479,0,1,0,0,1,"general_prediction,attack_recall_prediction",2,0.7088760148111526,0.4177520296223052,0.28640522037638905,0.4271895592472219,0.5441010654742046,0.08820213094840912,0.7876592602180367,0.5753185204360733,1,False,False
2498,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.7098137678702859,0.4196275357405719,0.24546619947864265,0.5090676010427146,0.544081686491699,0.08816337298339794,0.6583113084160519,0.3166226168321038,0,True,True
2501,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3811059530459455,0.23778809390810896,0.24455150094402944,0.5108969981119411,0.5436232320780362,0.0872464641560724,0.6582959725712918,0.3165919451425836,0,True,True
2553,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.7098137678702859,0.4196275357405719,0.2483362749369252,0.5033274501261495,0.5440995233827524,0.08819904676550472,0.668818657974535,0.33763731594907,0,True,True
2559,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3058699007145775,0.38826019857084504,0.002426685430989308,0.9951466291380214,0.5476874945499586,0.09537498909991715,0.06318031063969776,0.8736393787206045,0,True,True
2585,0,1,0,1,0,"general_prediction,normal_behavior_prediction",2,0.8102327890206744,0.6204655780413488,0.3385649749985373,0.32287005000292535,0.5846950277141032,0.1693900554282064,0.6673695117317783,0.33473902346355655,0,True,True
2605,0,1,0,1,0,"general_prediction,normal_behavior_prediction",2,0.8102327890206744,0.6204655780413488,0.3392513797319251,0.3214972405361498,0.5846950277141032,0.1693900554282064,0.6694661573168537,0.3389323146337073,0,True,True
2641,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.399437199259093,0.20112560148181402,0.0027966542521051115,0.9944066914957898,0.545681954063152,0.09136390812630402,0.05166013859560041,0.8966797228087992,0,True,True
2703,0,1,0,1,0,"general_prediction,normal_behavior_prediction",2,0.8102327890206744,0.6204655780413488,0.3358109632200692,0.3283780735598616,0.5846950277141032,0.1693900554282064,0.6588697682129797,0.3177395364259594,0,True,True
2728,0,1,0,1,0,"general_prediction,normal_behavior_prediction",2,0.4288645922989198,0.14227081540216036,0.35969685760826864,0.2806062847834627,0.5846950277120642,0.16939005542412833,0.7278073087121436,0.4556146174242872,0,True,True
2751,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.31698476298115763,0.36603047403768474,0.0023895205703399233,0.9952209588593202,0.5459518782748409,0.09190375654968186,0.06328110412025639,0.8734377917594872,0,True,True
2758,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.40381756704249716,0.19236486591500568,0.17366266896176932,0.6526746620764614,0.5092971332490642,0.018594266498128453,0.4665775842813437,0.06684483143731257,1,False,False
2782,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.6815123091329254,0.36302461826585075,0.24593084318532296,0.508138313629354,0.5442428010931025,0.08848560218620505,0.6588475038491598,0.3176950076983196,0,True,True
2792,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.35721707933451424,0.2855658413309715,0.014326164011113151,0.9713476719777737,0.425039016710659,0.14992196657868195,0.13013156203777781,0.7397368759244444,0,True,True
2829,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3058699007145775,0.38826019857084504,0.002281816086356999,0.995436367827286,0.5484671338077103,0.09693426761542057,0.06014648639419149,0.879707027211617,0,True,True
2840,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.690141580718838,0.38028316143767604,0.24975217622791016,0.5004956475441797,0.5461503442976237,0.09230068859524732,0.6588135222348251,0.3176270444696503,0,True,True
2866,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.31698476298115763,0.36603047403768474,0.002388560973112894,0.9952228780537742,0.5458906749818069,0.09178134996361376,0.06331080427847216,0.8733783914430557,0,True,True
2943,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3058699007145775,0.38826019857084504,0.0024553851770889538,0.9950892296458221,0.5488994791547346,0.09779895830946916,0.06328897685296388,0.8734220462940723,0,True,True
2987,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.40626974659584936,0.18746050680830129,0.0027635199779226676,0.9944729600441546,0.544431115567813,0.08886223113562597,0.05167315227727583,0.8966536954454484,0,True,True
2997,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.5191424334173876,0.03828486683477528,0.24461859114984746,0.5107628177003051,0.5435754834903319,0.08715096698066382,0.6596517494184806,0.3193034988369612,0,True,True
3006,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.6795369880384938,0.35907397607698766,0.2460430803508661,0.5079138392982678,0.5442989968414448,0.08859799368288956,0.6588474836709391,0.3176949673418783,0,True,True
3033,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.305435197002636,0.389129605994728,0.17578239134432738,0.6484352173113452,0.44321423379828195,0.11357153240343609,0.6350121636495921,0.27002432729918424,1,False,False
3034,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3013312369900013,0.3973375260199974,0.0022227895809338724,0.9955544208381323,0.5456032154313899,0.0912064308627798,0.06017633963608178,0.8796473207278365,0,True,True
3051,0,1,0,1,0,"general_prediction,normal_behavior_prediction",2,0.7934189648226702,0.5868379296453403,0.4256767796993714,0.1486464406012572,0.6199871348356967,0.23997426967139335,0.6585872368019416,0.3171744736038833,0,True,True
3084,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3058699007145775,0.38826019857084504,0.0022984241302151814,0.9954031517395696,0.5492327158023285,0.09846543160465693,0.06018106807425609,0.8796378638514878,0,True,True
3107,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.7343821905477512,0.46876438109550245,0.2614101247014951,0.4771797505970098,0.5518343144460053,0.10366862889201056,0.6588134746695917,0.31762694933918345,0,True,True
3108,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.31698476298115763,0.36603047403768474,0.0006421611061399967,0.99871567778772,0.5457772229192721,0.09155444583854422,0.02553986001174591,0.9489202799765082,0,True,True
3111,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.690141580718838,0.38028316143767604,0.24928773012708882,0.5014245397458224,0.5459514727643927,0.09190294552878542,0.6585792268494839,0.3171584536989678,1,False,False
3145,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.40119256033185985,0.1976148793362803,0.24665737705605428,0.5066852458878914,0.5485327098500785,0.09706541970015703,0.6524225813150576,0.3048451626301152,0,True,True
3152,0,1,0,1,0,"general_prediction,normal_behavior_prediction",2,0.8102327890206744,0.6204655780413488,0.3114184323446339,0.3771631353107322,0.5744731983978681,0.1489463967957363,0.6588314787708236,0.3176629575416472,0,True,True
3196,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.6830466256986126,0.36609325139722526,0.24677265902867548,0.506454681942649,0.5446828037831679,0.08936560756633583,0.658705483692191,0.3174109673843819,0,True,True
3222,0,1,0,1,0,"general_prediction,normal_behavior_prediction",2,0.8102327890206744,0.6204655780413488,0.3385649749985373,0.32287005000292535,0.5846950277141032,0.1693900554282064,0.6673695117317783,0.33473902346355655,0,True,True
3288,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3058699007145775,0.38826019857084504,0.002251369985216783,0.9954972600295664,0.5469875953870579,0.09397519077411576,0.06018099648079764,0.8796380070384047,0,True,True
3355,0,1,0,1,0,"general_prediction,normal_behavior_prediction",2,0.36927530677523523,0.26144938644952953,0.2783355179372306,0.4433289641255388,0.7760485335796986,0.5520970671593972,0.6031513291210164,0.20630265824203287,1,False,False
3406,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.42600018316091864,0.1479996336781627,0.19274335133210713,0.6145132973357857,0.4752690262179027,0.04946194756419464,0.6440199013356368,0.2880398026712736,1,False,False
3426,0,1,0,1,0,"general_prediction,normal_behavior_prediction",2,0.8102327890206744,0.6204655780413488,0.3391429932938828,0.3217140134122344,0.5846950277141032,0.1693900554282064,0.669135669406754,0.3382713388135079,0,True,True
3456,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.36603333331328763,0.26793333337342473,0.2445901405533233,0.5108197188933534,0.5436053389103517,0.08721067782070335,0.6585700038857636,0.3171400077715272,0,True,True
3468,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3058699007145775,0.38826019857084504,0.0012385600393812668,0.9975228799212374,0.5487471338035836,0.09749426760716728,0.04025124337080957,0.9194975132583809,0,True,True
3516,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.485010262091222,0.029979475817556,0.23463511785965135,0.5307297642806973,0.5198454171853001,0.03969083437060017,0.6549538748489513,0.3099077496979026,0,True,True
3532,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.31698476298115763,0.36603047403768474,0.0023882361984526915,0.9952235276030946,0.5458906749818999,0.09178134996379983,0.06328584926931635,0.8734283014613673,0,True,True
3562,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.6783366909220002,0.35667338184400044,0.24517109039568183,0.5096578192086363,0.5438919715965095,0.08778394319301897,0.6586225091084564,0.31724501821691287,1,False,False
3576,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3360974191440808,0.3278051617118384,0.12715907677962784,0.7456818464407443,0.42470506713297046,0.15058986573405908,0.45670467911971363,0.08659064176057274,1,False,False
3578,0,1,1,1,0,normal_behavior_prediction,1,0.42766845095761113,0.14466309808477773,0.5780325390320944,0.1560650780641888,0.6638381109567335,0.327676221913467,0.7278073061714972,0.4556146123429945,1,False,False
3632,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3058699007145775,0.38826019857084504,2.0838398216956422e-05,0.999958323203566,0.5463558003682385,0.092711600736477,0.001928005015981892,0.9961439899680362,0,True,True
3648,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.7098137678702859,0.4196275357405719,0.24575523377096412,0.5084895324580718,0.5441391606982754,0.08827832139655079,0.6589646672791409,0.3179293345582819,0,True,True
3712,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.31914089618376723,0.36171820763246554,0.0037741066766059602,0.9924517866467881,0.02956952307846796,0.9408609538430641,0.6818039341065826,0.36360786821316515,0,True,True
3783,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3058699007145775,0.38826019857084504,0.00012092387348757347,0.9997581522530249,0.5469875953870579,0.09397519077411576,0.007397762776805132,0.9852044744463897,0,True,True
3821,0,1,0,1,0,"general_prediction,normal_behavior_prediction",2,0.6102283554247313,0.2204567108494626,0.27466959704953753,0.45066080590092494,0.7704268822158746,0.5408537644317493,0.5983944876600247,0.19678897532004935,1,False,False
3824,0,1,0,0,0,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.6766367283053384,0.3532734566106768,0.24497579096656935,0.5100484180668613,0.5438354688255352,0.08767093765107048,0.658311622857424,0.3166232457148479,0,True,True
