true_label,trust_selected_agent,trust_prediction,general_prediction,attack_recall_prediction,normal_behavior_prediction,hard_case_prediction,general_confidence,attack_recall_confidence,normal_behavior_confidence,hard_case_confidence,general_margin,attack_recall_margin,normal_behavior_margin,hard_case_margin,which_agents_correct,number_of_correct_agents,disagreement_count
0,Hard-Case Agent,1,0,0,0,1,0.7546903856828843,0.5437666694569133,0.6600856330318644,0.6866711597907903,0.5093807713657685,0.08753333891382664,0.3201712660637288,0.3733423195815806,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.748227690536756,0.5473638060821596,0.65883771885037,0.576536417110907,0.49645538107351184,0.09472761216431924,0.31767543770074,0.15307283422181395,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.7503376889247958,0.5460976877052982,0.6588808675528292,0.6977936442973025,0.5006753778495916,0.09219537541059641,0.3177617351056583,0.395587288594605,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.75471475647246,0.5439074293962226,0.6589443801804734,0.6708377188343261,0.50942951294492,0.08781485879244522,0.3178887603609468,0.34167543766865216,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,1,1,0,1,0.55219475100129,0.6638397300090579,0.6588334984732817,0.8512008203510513,0.10438950200258001,0.3276794600181159,0.3176669969465633,0.7024016407021025,Normal Behavior Agent,1,2
0,Hard-Case Agent,1,0,0,0,1,0.9971697179147835,0.5469462545668677,0.94832709505494,0.6809094997576288,0.994339435829567,0.09389250913373548,0.8966541901098799,0.36181899951525753,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,1,1,0.7085532174002356,0.5461504494521683,0.7877361375634955,0.5952780588044337,0.41710643480047116,0.09230089890433657,0.575472275126991,0.19055611760886737,"General Traffic Agent,Attack Recall Agent",2,2
0,Hard-Case Agent,1,0,0,0,1,0.751142916291727,0.5457046854028303,0.6588335806186578,0.6450214188483954,0.502285832583454,0.0914093708056607,0.31766716123731564,0.2900428376967906,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.9971585277007139,0.5473688114719456,0.9483438126697673,0.6832237476270201,0.9943170554014277,0.09473762294389121,0.8966876253395346,0.3664474952540402,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.7562701081579453,0.5435870241317585,0.6586160827227975,0.6956016323684211,0.5125402163158905,0.08717404826351705,0.31723216544559496,0.3912032647368422,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,1,0,1,0.6845810660288432,0.5744736864167908,0.6715823499562098,0.8388178485280733,0.36916213205768644,0.1489473728335815,0.3431646999124196,0.6776356970561466,"General Traffic Agent,Normal Behavior Agent",2,2
0,Hard-Case Agent,1,0,0,0,1,0.7585524823243956,0.5470932352910144,0.649980029587009,0.6840333877210483,0.5171049646487912,0.09418647058202878,0.2999600591740179,0.36806677544209654,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,1,1,0.7135926047368807,0.5441011427519787,0.7876741631328024,0.666806852051916,0.4271852094737614,0.08820228550395748,0.5753483262656047,0.33361370410383206,"General Traffic Agent,Attack Recall Agent",2,2
0,Hard-Case Agent,1,0,0,0,1,0.7545307027590289,0.5440817635057866,0.6583313682319556,0.6968667430676392,0.5090614055180578,0.08816352701157326,0.3166627364639112,0.39373348613527837,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.7554455759165419,0.5436233028536611,0.6583160325379905,0.6140872754133426,0.510891151833084,0.08724660570732223,0.3166320650759811,0.22817455082668525,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.7516606894662295,0.5440996006395435,0.668838376481293,0.6968667430676392,0.5033213789324591,0.08819920127908709,0.3376767529625859,0.39373348613527837,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,1,0,1,0.6614133774272342,0.5846956522118956,0.6673892784884237,0.8366613721958335,0.3228267548544682,0.16939130442379113,0.33477855697684733,0.673322744391667,"General Traffic Agent,Normal Behavior Agent",2,2
0,Hard-Case Agent,1,0,1,0,1,0.6607269737669403,0.5846956522118956,0.6694858542056168,0.8366613721958335,0.3214539475338808,0.16939130442379113,0.3389717084112336,0.673322744391667,"General Traffic Agent,Normal Behavior Agent",2,2
0,Hard-Case Agent,1,0,0,0,1,0.9972040806257644,0.5456820301790363,0.948339731431065,0.6965614235194624,0.9944081612515288,0.09136406035807254,0.8966794628621301,0.39312284703892475,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,1,0,1,0.6641673860415012,0.5846956522118956,0.6588898104123848,0.8366613721958335,0.32833477208300244,0.16939130442379113,0.3177796208247696,0.673322744391667,"General Traffic Agent,Normal Behavior Agent",2,2
0,Hard-Case Agent,1,0,0,0,1,0.9999600772782653,0.9799822264946175,0.565366554774501,0.6899880772372183,0.9999201545565305,0.9599644529892352,0.13073310954900208,0.37997615447443667,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,1,0,1,0.6402815787899949,0.5846956522098563,0.7278247589808221,0.5498518624562414,0.28056315757998973,0.16939130441971262,0.4556495179616442,0.0997037249124828,"General Traffic Agent,Normal Behavior Agent",2,2
0,Hard-Case Agent,1,0,0,0,1,0.9976110094188184,0.5459519464313273,0.9367288022811966,0.6807285233464448,0.9952220188376368,0.09190389286265455,0.8734576045623931,0.3614570466928896,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.8263305043897875,0.5092973594933988,0.5333976201400188,0.5219090428516313,0.652661008779575,0.018594718986797654,0.0667952402800377,0.04381808570326273,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.7540660010053013,0.5442428802994116,0.6588675467215465,0.61433678079873,0.5081320020106026,0.08848576059882318,0.3177350934430929,0.22867356159746,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.9856748853530867,0.5749605721713593,0.8698612754923779,0.6484459040552417,0.9713497707061735,0.14992114434271864,0.7397225509847558,0.29689180811048355,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.7502439317124937,0.5461504494523751,0.6588335662071891,0.6977936442973025,0.5004878634249874,0.09230089890475024,0.3176671324143783,0.395587288594605,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.9976119690432269,0.5458907431849366,0.9366991065284407,0.6807285233464448,0.9952239380864538,0.09178148636987316,0.8733982130568814,0.3614570466928896,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.7553783245718144,0.5435755536161748,0.6596722261359872,0.6190875329444188,0.5107566491436288,0.08715110723234964,0.3193444522719744,0.23817506588883752,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.7539537423629838,0.5442990768123667,0.6588675265464585,0.5885866768888695,0.5079074847259677,0.08859815362473333,0.31773505309291705,0.1771733537777389,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,1,0,1,0.5742814825871878,0.6199882191731115,0.6586087121352456,0.8296919276532296,0.14856296517437573,0.23997643834622306,0.31721742427049127,0.6593838553064593,"General Traffic Agent,Normal Behavior Agent",2,2
0,Hard-Case Agent,1,0,0,0,1,0.738583704195122,0.5518344968343883,0.6588335186493403,0.7818168384932755,0.47716740839024396,0.10366899366877669,0.3176670372986805,0.5636336769865511,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.9993580332264819,0.5457772912088595,0.9744649900429098,0.6984613239986512,0.9987160664529636,0.09155458241771908,0.9489299800858195,0.39692264799730237,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.750708453808841,0.5459515752144835,0.6585992782339631,0.6873398797516214,0.501416907617682,0.0919031504289669,0.3171985564679263,0.3746797595032427,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.7533379739519808,0.5485327942245922,0.6524454592341777,0.6710858793393932,0.5066759479039615,0.09706558844918445,0.3048909184683555,0.34217175867878646,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,1,0,1,0.6885651149898565,0.5744736864167908,0.6588515221825088,0.8388178485280733,0.377130229979713,0.1489473728335815,0.3177030443650175,0.6776356970561466,"General Traffic Agent,Normal Behavior Agent",2,2
0,Hard-Case Agent,1,0,0,0,1,0.7532240157723514,0.5446828889759794,0.658725531072726,0.5871322717904303,0.5064480315447029,0.08936577795195877,0.31745106214545205,0.17426454358086052,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,1,0,1,0.6614133774272342,0.5846956522118956,0.6673892784884237,0.8366613721958335,0.3228267548544682,0.16939130442379113,0.33477855697684733,0.673322744391667,"General Traffic Agent,Normal Behavior Agent",2,2
0,Hard-Case Agent,1,0,1,0,1,0.7216650356757897,0.7760477533557261,0.6031428884014977,0.615017123157523,0.4433300713515792,0.5520955067114521,0.2062857768029953,0.23003424631504588,"General Traffic Agent,Normal Behavior Agent",2,2
0,Hard-Case Agent,1,0,0,0,1,0.997327110650733,0.8149969752803694,0.9104524259639415,0.6630902313026088,0.994654221301466,0.6299939505607389,0.820904851927883,0.3261804626052175,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.8072587768516638,0.5247306043799749,0.6440430412558937,0.6684559447698183,0.6145175537033276,0.04946120875994986,0.28808608251178747,0.3369118895396366,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,1,0,1,0.6608353600280126,0.5846956522118956,0.6691553773590605,0.8366613721958335,0.32167072005602526,0.16939130442379113,0.338310754718121,0.673322744391667,"General Traffic Agent,Normal Behavior Agent",2,2
0,Hard-Case Agent,1,0,0,0,1,0.7554069450684309,0.5436054094424799,0.6585900550308096,0.6230827701126046,0.5108138901368617,0.08721081888495985,0.31718011006161917,0.2461655402252092,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.7653627504818854,0.5198459594139296,0.6549738032666435,0.5196578822819048,0.5307255009637709,0.039691918827859274,0.3099476065332869,0.039315764563809585,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.9976122937353794,0.5458907431850296,0.9367240578118108,0.6807285233464448,0.9952245874707588,0.09178148637005923,0.8734481156236216,0.3614570466928896,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.7548258861451514,0.5438920460291149,0.6586425590659862,0.6708377188343261,0.5096517722903029,0.08778409205822979,0.31728511813197247,0.34167543766865216,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,1,1,0,1,0.5780950762257471,0.6638397300090579,0.7278247564405997,0.5496484488720172,0.15619015245149415,0.3276794600181159,0.4556495128811995,0.0992968977440346,Normal Behavior Agent,1,2
0,Hard-Case Agent,1,0,0,0,1,0.7542416507519523,0.544139238494401,0.6589847064344763,0.6968667430676392,0.5084833015039045,0.08827847698880209,0.31796941286895253,0.39373348613527837,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,1,0,1,0.7253325145679534,0.770426653259182,0.5983855648236982,0.6368201022592982,0.450665029135907,0.540853306518364,0.1967711296473964,0.2736402045185964,"General Traffic Agent,Normal Behavior Agent",2,2
0,Hard-Case Agent,1,0,0,0,1,0.7550212050637808,0.5438355424892756,0.6583316826245381,0.6712756966714005,0.5100424101275615,0.08767108497855114,0.31666336524907623,0.34255139334280105,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.7363632094508508,0.5438672780506075,0.7228683603228665,0.6708377188343261,0.47272641890170164,0.08773455610121506,0.445736720645733,0.34167543766865216,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.9977678192563041,0.5460845507874366,0.9398314340469579,0.6873041407243106,0.9955356385126082,0.09216910157487312,0.8796628680939158,0.37460828144862124,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,1,0,1,0.6643461543603204,0.5846956522118956,0.6583332804833881,0.8366613721958335,0.3286923087206409,0.16939130442379113,0.31666656096677626,0.673322744391667,"General Traffic Agent,Normal Behavior Agent",2,2
0,Hard-Case Agent,1,0,0,0,1,0.9972482249651847,0.5440180173380486,0.9483359961839123,0.6999913137835738,0.9944964499303695,0.08803603467609711,0.8966719923678246,0.39998262756714764,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.7503168955750582,0.5461504494523751,0.6585632203988476,0.5952780588044337,0.5006337911501164,0.09230089890475024,0.31712644079769525,0.19055611760886737,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.7534614250737627,0.5445820570140069,0.6585926195254201,0.5376808807926159,0.5069228501475254,0.08916411402801372,0.3171852390508403,0.07536176158523178,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.9971873950969238,0.5463004752664151,0.9483373474621661,0.6902396433011166,0.9943747901938476,0.09260095053283024,0.8966746949243323,0.3804792866022332,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,0,0,1,0.7552490420746394,0.5436847677587403,0.6586006910238078,0.8099833538546382,0.5104980841492788,0.08736953551748061,0.3172013820476156,0.6199667077092763,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,1,0,1,0.6849222315992376,0.5744736864167908,0.6705050636198773,0.8388178485280733,0.3698444631984752,0.1489473728335815,0.34101012723975455,0.6776356970561466,"General Traffic Agent,Normal Behavior Agent",2,2
0,Hard-Case Agent,1,0,0,0,1,0.7370917160266417,0.5436171141624092,0.7222018666875598,0.6229132565015536,0.4741834320532835,0.08723422832481842,0.4444037333751196,0.2458265130031072,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,1,0,1,0.6641854821418758,0.5846956522118956,0.6588335013555762,0.8366613721958335,0.3283709642837517,0.16939130442379113,0.31766700271115234,0.673322744391667,"General Traffic Agent,Normal Behavior Agent",2,2
0,Hard-Case Agent,1,0,1,0,1,0.6607167889568939,0.5846956522118956,0.6695168971309086,0.8366613721958335,0.3214335779137878,0.16939130442379113,0.3390337942618171,0.673322744391667,"General Traffic Agent,Normal Behavior Agent",2,2
0,Hard-Case Agent,1,0,0,0,1,0.7504136735998589,0.5460976877052982,0.6585992739090919,0.6977936442973025,0.5008273471997178,0.09219537541059641,0.3171985478181838,0.395587288594605,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
0,Hard-Case Agent,1,0,1,0,1,0.6643526672966781,0.5846956522118956,0.6583129938176426,0.8366613721958335,0.32870533459335616,0.16939130442379113,0.31662598763528527,0.673322744391667,"General Traffic Agent,Normal Behavior Agent",2,2
0,Hard-Case Agent,1,0,0,0,1,0.7552395207585006,0.5435736779742152,0.6600401345012769,0.6117011626828652,0.5104790415170013,0.08714735594843037,0.3200802690025537,0.22340232536573046,"General Traffic Agent,Attack Recall Agent,Normal Behavior Agent",3,2
