sample_index,true_label,hard_case_prediction,general_prediction,attack_recall_prediction,normal_behavior_prediction,which_agents_correct,number_of_correct_non_hardcase_agents,hard_case_confidence,hard_case_margin,general_confidence,general_margin,attack_recall_confidence,attack_recall_margin,normal_behavior_confidence,normal_behavior_margin,selector_prediction,selector_overrode_hard_case,selector_correct_after_override
308,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.38405870197071196,0.23188259605857608,0.7753007126279401,0.5506014252558802,0.657292261200483,0.314584522400966,0.4748855751299014,0.050228849740197146,1,True,True
309,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3837278333130978,0.23254433337380442,0.7763619179361726,0.5527238358723452,0.6596830537243599,0.31936610744871974,0.47028864499461565,0.05942271001076871,1,True,True
310,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3976016704195925,0.20479665916081502,0.7818545321456988,0.5637090642913976,0.6620317706734147,0.32406354134682935,0.5139469890217362,0.02789397804347238,1,True,True
313,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.39632322834653544,0.20735354330692912,0.7783610396972881,0.5567220793945762,0.6572513413938081,0.3145026827876163,0.48813467077616096,0.023730658447678077,1,True,True
314,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.39790623723222973,0.20418752553554054,0.7792628939901008,0.5585257879802017,0.6580665116853065,0.316133023370613,0.4908041970409261,0.018391605918147813,1,True,True
315,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.4224686307181763,0.15506273856364738,0.7729030430637488,0.5458060861274976,0.6548502823457006,0.3097005646914013,0.35217072669552313,0.29565854660895374,0,False,False
317,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.3967773450123479,0.2064453099753042,0.7730820124747543,0.5461640249495086,0.6535274809559429,0.30705496191188586,0.2809090360422865,0.438181927915427,1,True,True
318,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.422461671070729,0.15507665785854197,0.78471561525564,0.5694312305112801,0.6681995266362069,0.3363990532724137,0.4084983555625252,0.18300328887494965,1,True,True
320,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.37439325877804835,0.2512134824439033,0.7736678404983305,0.547335680996661,0.6541578095277544,0.30831561905550875,0.28702098652096,0.42595802695808005,0,False,False
321,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.4286977581298587,0.14260448374028256,0.7745916125461529,0.5491832250923059,0.6564577843498588,0.3129155686997176,0.4415068180037097,0.11698636399258056,1,True,True
354,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.42870375600147836,0.14259248799704327,0.791747478645951,0.5834949572919019,0.6806713833135156,0.36134276662703124,0.7505208560564453,0.5010417121128905,1,True,True
356,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.42870375600147836,0.14259248799704327,0.7918468675951921,0.5836937351903841,0.6813111972968806,0.3626223945937612,0.6492963401806601,0.29859268036132014,1,True,True
382,1,0,0,0,1,normal_behavior_prediction,1,0.30655402894487865,0.3868919421102427,0.38777429075635156,0.22445141848729688,0.14304104633069878,0.7139179073386024,0.7271178991285049,0.45423579825700977,0,False,False
383,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.30113688258478805,0.3977262348304239,0.8262586629186309,0.6525173258372619,0.6897887232539713,0.3795774465079427,0.726888781214939,0.4537775624298781,1,True,True
384,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.27509586112477,0.44980827775045995,0.8381838331607722,0.6763676663215443,0.7146720482050871,0.42934409641017424,0.7267359692382691,0.4534719384765382,1,True,True
385,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.20843240934445684,0.5831351813110863,0.9136412532310609,0.8272825064621219,0.8767105942965583,0.7534211885931166,0.7253378203415182,0.45067564068303634,1,True,True
386,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.24174890439721342,0.5165021912055732,0.8676002307847301,0.7352004615694603,0.7778440784627159,0.5556881569254317,0.7261701012643511,0.4523402025287022,1,True,True
388,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.206563012556866,0.586873974886268,0.9043289053322651,0.8086578106645301,0.8585490618446092,0.7170981236892184,0.7253403757524368,0.45068075150487363,0,False,False
389,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.26649002291621987,0.46701995416756026,0.8459467361660652,0.6918934723321304,0.7310555947269874,0.4621111894539749,0.7266315170415891,0.45326303408317825,1,True,True
398,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.43050087762425016,0.1389982447514997,0.7808290081868114,0.5616580163736229,0.6599675631424335,0.3199351262848671,0.3735630328971797,0.25287393420564064,1,True,True
399,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.34949304460522645,0.3010139107895471,0.7817537449878028,0.5635074899756056,0.6615076871052316,0.3230153742104631,0.43416305627672624,0.1316738874465475,1,True,True
400,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.3947161805337986,0.21056763893240282,0.7752491388678713,0.5504982777357426,0.6565628574996546,0.3131257149993092,0.3535800158613639,0.2928399682772722,1,True,True
407,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.48713133914256024,0.025737321714879524,0.8682694708689548,0.7365389417379096,0.8226940054651452,0.6453880109302903,0.381940072516211,0.23611985496757804,1,True,True
410,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.3644158159120348,0.2711683681759304,0.7934715142042228,0.5869430284084456,0.6844201430414363,0.36884028608287256,0.32527228323842616,0.3494554335231477,1,True,True
411,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.3644158159120348,0.2711683681759304,0.7981345324177522,0.5962690648355045,0.6867158235735832,0.37343164714716637,0.33621768107923944,0.3275646378415211,1,True,True
413,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.3953172052882416,0.2093655894235168,0.7988122305906794,0.5976244611813588,0.6901989670162305,0.380397934032461,0.3993034223344765,0.20139315533104696,1,True,True
414,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.40560123543893634,0.18879752912212733,0.8038418307829623,0.6076836615659247,0.6911317943971776,0.3822635887943553,0.40540819289591523,0.18918361420816954,1,True,True
417,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.3717839706556863,0.2564320586886274,0.7998552744574908,0.5997105489149817,0.6917311673410368,0.3834623346820736,0.3245465205157777,0.3509069589684446,1,True,True
433,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.3895355653859951,0.2209288692280098,0.8096371408304271,0.6192742816608543,0.7003265103696482,0.40065302073929643,0.3554939353430451,0.28901212931390985,1,True,True
458,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.43843307760255606,0.12313384479488787,0.978172934480053,0.9563458689601061,0.990031131337633,0.980062262675266,0.9920209840133207,0.9840419680266415,1,True,True
583,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.44160893828467784,0.11678212343064431,0.9907229455753409,0.9814458911506818,1.0,1.0,0.724506529700406,0.44901305940081193,1,True,True
584,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.44160893828467784,0.11678212343064431,0.9754054017193683,0.9508108034387366,0.9949103538857942,0.9898207077715884,0.724506529700406,0.44901305940081193,1,True,True
597,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.46935622107992997,0.06128755784014006,0.9496647165170942,0.8993294330341883,0.9486202960940616,0.8972405921881232,0.724506529700406,0.44901305940081193,1,True,True
598,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.37325093004003795,0.2534981399199241,0.7771053582210395,0.5542107164420791,0.659769678142918,0.31953935628583596,0.37180376701078927,0.25639246597842147,1,True,True
600,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.37478054311923364,0.2504389137615327,0.7745732475459981,0.5491464950919962,0.6557095697752878,0.31141913955057565,0.2853478950768146,0.42930420984637085,1,True,True
601,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.37478054311923364,0.2504389137615327,0.777117473527921,0.5542349470558421,0.6595914413713884,0.31918288274277673,0.36862781076277107,0.26274437847445786,1,True,True
603,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.37581646584714407,0.24836706830571187,0.7795999018498544,0.5591998036997088,0.658261126936357,0.31652225387271393,0.45491956154645585,0.0901608769070883,1,True,True
611,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.3863125813339538,0.2273748373320924,0.7817415810401558,0.5634831620803116,0.6618542855539171,0.32370857110783424,0.3321681828189221,0.33566363436215585,1,True,True
653,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.39354275935074534,0.21291448129850932,0.811304861210251,0.622609722420502,0.7101914928713002,0.42038298574260047,0.39551704655719955,0.2089659068856009,1,True,True
657,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.40112424738086583,0.19775150523826834,0.8123741440272356,0.6247482880544712,0.710094063270682,0.42018812654136406,0.38175064524562335,0.2364987095087533,1,True,True
662,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3778370893694634,0.24432582126107316,0.8043360586265365,0.6086721172530729,0.7018256253526133,0.40365125070522656,0.5496820986832849,0.09936419736656976,0,False,False
664,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.4015526444653655,0.19689471106926903,0.8235194806660645,0.647038961332129,0.7222104216330951,0.44442084326619025,0.3196279409193927,0.36074411816121466,1,True,True
677,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.40342825256569975,0.1931434948686005,0.7810978716342425,0.562195743268485,0.660675801780408,0.32135160356081593,0.47458641353921915,0.05082717292156169,1,True,True
776,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.3326127405186092,0.33477451896278165,0.7746823928784098,0.5493647857568196,0.6557406228482568,0.3114812456965137,0.3346057032468821,0.3307885935062358,0,False,False
778,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.36780153772644725,0.2643969245471055,0.7766712951536439,0.5533425903072877,0.6592476967188398,0.3184953934376795,0.37678054848944803,0.24643890302110394,1,True,True
781,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.34130162166450284,0.3173967566709943,0.7763725198900783,0.5527450397801565,0.6587453558390897,0.3174907116781793,0.3962673682109638,0.20746526357807238,1,True,True
788,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.38240093081683263,0.23519813836633474,0.7688674669701987,0.5377349339403974,0.6491569545244585,0.2983139090489171,0.6660078213266112,0.33201564265322236,1,True,True
793,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.374133781774775,0.25173243645044996,0.7819214514848395,0.563842902969679,0.6621743624107733,0.32434872482154664,0.39920137567181396,0.20159724865637207,1,True,True
795,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.3562341589816833,0.2875316820366334,0.7750249777444308,0.5500499554888616,0.656417088863255,0.31283417772651,0.2681952607787819,0.46360947844243616,1,True,True
797,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.3562341589816833,0.2875316820366334,0.7773929605384755,0.554785921076951,0.6600611274532358,0.3201222549064715,0.38521318544154975,0.2295736291169005,0,False,False
802,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3562341589816833,0.2875316820366334,0.7764417556494915,0.5528835112989829,0.6587611221428864,0.3175222442857728,0.5159009788102568,0.03180195762051352,1,True,True
803,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.3640919805647986,0.27181603887040284,0.7822521508896421,0.5645043017792841,0.6626945078273079,0.32538901565461575,0.3996537058009469,0.20069258839810622,1,True,True
804,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3562341589816833,0.2875316820366334,0.7754072048003181,0.5508144096006362,0.6571583341643561,0.3143166683287122,0.4102535428384543,0.17949291432309145,1,True,True
805,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.36269136258122353,0.27461727483755294,0.7812859215312564,0.5625718430625128,0.6611228659742724,0.3222457319485448,0.36803000346488124,0.2639399930702375,1,True,True
823,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.3873845410012771,0.22523091799744577,0.7735245087087956,0.5470490174175913,0.654292718706659,0.3085854374133179,0.3945008124565528,0.21099837508689445,1,True,True
825,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.47436528873605965,0.05126942252788069,0.7737251690901502,0.5474503381803004,0.6549879092001156,0.30997581840023125,0.3429516693673391,0.31409666126532176,1,True,True
826,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.38631954098140114,0.2273609180371977,0.7722399587083963,0.5444799174167927,0.6526008415388314,0.3052016830776627,0.6337051551582736,0.2674103103165473,1,True,True
828,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.4529488969347318,0.09410220613053644,0.7733489178570587,0.5466978357141175,0.6551677512135322,0.3103355024270644,0.48760016555094843,0.024799668898103144,1,True,True
830,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3866412740270864,0.22671745194582715,0.7725237738802762,0.5450475477605523,0.6530870059384282,0.30617401187685633,0.4126271324937169,0.17474573501256618,1,True,True
832,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.4327135428228203,0.13457291435435936,0.7796284663369879,0.5592569326739758,0.6590392410518121,0.3180784821036242,0.4091743791006157,0.18165124179876857,1,True,True
836,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.42762073464151656,0.14475853071696687,0.7751186264149108,0.5502372528298216,0.6570416423271599,0.3140832846543198,0.4393228923940352,0.12135421521192957,1,True,True
838,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3979131968796769,0.20417360624064618,0.7746412123030189,0.5492824246060377,0.6566562711714043,0.3133125423428087,0.5427120760839645,0.08542415216792909,1,True,True
841,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.42473510469826714,0.15052979060346572,0.7821485174667216,0.5642970349334433,0.6624671476172669,0.32493429523453377,0.34364437783648466,0.3127112443270307,1,True,True
843,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.40578977185835546,0.18842045628328907,0.7722643493989425,0.544528698797885,0.6528051871247619,0.30561037424952375,0.3372330906910453,0.3255338186179094,1,True,True
845,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.40578977185835546,0.18842045628328907,0.7722643493989425,0.544528698797885,0.6528051871247619,0.30561037424952375,0.3372330906910453,0.3255338186179094,1,True,True
847,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.38161299351384037,0.23677401297231926,0.7751423801780318,0.5502847603560637,0.6567132404462488,0.3134264808924976,0.349993461259484,0.300013077481032,1,True,True
849,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.40016684453498785,0.1996663109300243,0.7778898630553284,0.5557797261106567,0.6628136630032142,0.3256273260064284,0.39901895137699755,0.2019620972460049,0,False,False
853,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.43090199720213634,0.1381960055957273,0.7759404367940417,0.5518808735880834,0.6580159131216748,0.3160318262433497,0.4029425894260734,0.19411482114785317,1,True,True
877,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.4555459871723556,0.08890802565528877,0.7917265502707277,0.5834531005414554,0.6786120415918155,0.3572240831836311,0.4284171075159777,0.14316578496804455,1,True,True
886,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.49950810764041753,0.0009837847191649374,0.7775634503866978,0.5551269007733957,0.6609251577698565,0.321850315539713,0.5994342040972821,0.1988684081945642,1,True,True
932,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.5110776210165654,0.022155242033130795,0.7415421085688477,0.48308421713769545,0.6108297996104378,0.22165959922087564,0.6090902777263237,0.21818055545264747,1,True,True
973,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.45613805755225784,0.08772388489548433,0.7750100721653052,0.5500201443306103,0.6561795946560869,0.31235918931217377,0.42484598668808515,0.1503080266238297,1,True,True
974,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.4977671149811879,0.004465770037624162,0.7806189744650974,0.5612379489301949,0.6601752447607324,0.32035048952146483,0.28229480115707484,0.4354103976858503,1,True,True
988,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.23165985573815764,0.5366802885236848,0.9068227574948474,0.8136455149896948,0.861907174872507,0.723814349745014,0.7255319894642013,0.45106397892840255,1,True,True
992,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3883533217259892,0.22329335654802163,0.7986812414624511,0.5973624829249022,0.6895946200597486,0.3791892401194972,0.40476546784345974,0.19046906431308053,1,True,True
995,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.4010138993844125,0.19797220123117498,0.8029226013936229,0.6058452027872459,0.6919169838174375,0.383833967634875,0.29552373066072213,0.40895253867855574,1,True,True
1002,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.3948847433097628,0.21023051338047438,0.79796188767626,0.59592377535252,0.6866215099326286,0.3732430198652572,0.3545687291774523,0.2908625416450954,1,True,True
1006,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.36843935008783524,0.2631212998243295,0.7912716600179931,0.5825433200359862,0.6809667141110771,0.36193342822215424,0.4080616952824948,0.18387660943501039,1,True,True
1015,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.37901846122283706,0.2419630775543259,0.804889323865796,0.6097786477315921,0.694925519136363,0.38985103827272605,0.2717685268541641,0.45646294629167183,1,True,True
1025,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.4780993417148022,0.043801316570395654,0.7745237177216493,0.5490474354432986,0.6546143895700346,0.3092287791400692,0.3259997628592051,0.34800047428158976,1,True,True
1026,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.3965436990787056,0.20691260184258875,0.7969402987515353,0.5938805975030705,0.6848246081233395,0.3696492162466789,0.2946807560498236,0.41063848790035284,1,True,True
1028,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.37815504103488107,0.24368991793023786,0.7768418631898357,0.5536837263796714,0.6591317634708758,0.31826352694175153,0.3577152933298469,0.28456941334030617,1,True,True
1030,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.41200838345145996,0.17598323309708008,0.7754594407068939,0.5509188814137878,0.657084979454144,0.314169958908288,0.3894469968666858,0.22110600626662835,1,True,True
1052,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.3972284588204985,0.20554308235900298,0.775527114599388,0.5510542291987759,0.6570363575272126,0.31407271505442513,0.291928237342197,0.41614352531560606,1,True,True
1064,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.26392205632040244,0.4721558873591951,0.8480081384217014,0.6960162768434028,0.7349548021854855,0.46990960437097096,0.7267767243149527,0.4535534486299053,0,False,False
1070,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.37877078033586264,0.2424584393282747,0.7735261842113189,0.5470523684226378,0.6547179406212597,0.3094358812425193,0.49657235653672926,0.006855286926541471,1,True,True
1077,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.3950560170374633,0.20988796592507342,0.7866002604236377,0.5732005208472755,0.6737897622640231,0.3475795245280462,0.5143151854713003,0.02863037094260057,1,True,True
1083,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.35343144708416446,0.2931371058316711,0.7790546457047044,0.5581092914094088,0.657902322504387,0.3158046450087739,0.33298400172559117,0.33403199654881766,1,True,True
1092,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.3640919805647986,0.27181603887040284,0.7801893307558156,0.5603786615116313,0.6591115930523568,0.31822318610471356,0.3254694403866049,0.3490611192267902,1,True,True
1120,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.40664365609727154,0.1867126878054569,0.7736424878403713,0.5472849756807425,0.655118241912528,0.310236483825056,0.512954069850238,0.025908139700475896,1,True,True
1125,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.4063952829776356,0.18720943404472878,0.7711190246998197,0.5422380493996395,0.6514158143480617,0.30283162869612346,0.3403852366656141,0.3192295266687718,1,True,True
1128,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.45157478823461683,0.09685042353076634,0.7801010531735507,0.5602021063471014,0.6591964253048769,0.31839285060975375,0.32280812016439053,0.35438375967121893,1,True,True
1131,1,0,1,1,1,"general_prediction,attack_recall_prediction,normal_behavior_prediction",3,0.39873786517210497,0.20252426965579007,0.7752969884397515,0.550593976879503,0.6574652006896323,0.31493040137926465,0.4781235812354436,0.043752837529112854,1,True,True
1133,1,0,1,1,0,"general_prediction,attack_recall_prediction",2,0.3990099035133723,0.20198019297325542,0.7789793862123728,0.5579587724247457,0.6577013884732711,0.3154027769465422,0.3935439169908194,0.21291216601836116,1,True,True
